temperature,humidity,co2,ec,ph,voltage,battery_level,dew_point,vpd,timestamp,anomaly_type,is_anomaly
25.04,80.05,957.0,1.66,6.85,3.29,95.0,21.36,0.633,2025-07-07T02:20:28.723989,normal,0
24.59,67.25,651.0,1.58,6.48,3.29,92.0,18.12,1.012,2025-07-10T02:00:28.723989,normal,0
29.91,55.3,574.0,1.17,5.66,3.29,74.0,19.98,1.887,2025-06-26T18:20:28.723989,normal,0
24.57808041069242,94.31545190158488,936.0,1.34,6.32,3.23,77.0,23.6,0.176,2025-08-29T18:32:29.955516,vpd_too_low,1
38.67,55.89,964.0,1.13,6.99,3.24,73.0,28.29,3.03,2025-08-01T11:10:28.723989,normal,0
29.34,38.74,1094.0,1.34,7.03,3.27,67.0,13.85,2.503,2025-07-10T07:00:28.723989,normal,0
19.52,65.59,734.0,1.85,5.93,3.15,74.0,12.9,0.781,2025-08-09T04:10:28.723989,normal,0
27.02,48.54,650.0,1.16,7.14,4.534646195228002,95.31133277878604,15.25,1.837,2025-08-28T14:54:30.068879,power_surge,1
20.0,92.52,712.0,0.8,7.17,3.31,72.0,18.75,0.175,2025-09-10T09:35:29.690627,normal,0
22.61,75.98,818.0,1.47,6.89,1.2435028457875386,0.7777889106460831,18.16,0.659,2025-09-20T01:58:29.893500,battery_depleted,1
27.03,95.0,693.0,1.63,6.67,3.27,66.0,26.16,0.179,2025-07-08T08:20:28.723989,normal,0
21.604844075273824,62.33,576.0,1.63,6.42,1.932,66.0,14.1,0.972,2025-09-09T12:19:30.038468,sudden_drop,1
35.94,35.27,682.0,1.24,7.99,3.28,80.0,18.21,3.833,2025-08-28T10:36:29.658553,normal,0
26.2,46.74,963.0,1.47,5.49,3.06,70.0,13.92,1.812,2025-07-22T05:50:28.723989,normal,0
27.64,60.76,1681.0,1.78,6.75,3.2,100.0,19.38,1.452,2025-09-16T09:28:29.695160,normal,0
18.99,67.1,1042.0,2.53,5.28,3.41,83.0,12.75,0.722,2025-09-20T23:46:29.561600,normal,0
23.93,56.31,491.0,2.44,5.23,3.14,75.0,14.7,1.298,2025-09-14T18:21:29.740771,normal,0
22.18,74.71,1430.0,1.65,6.58,3.29,79.0,17.48,0.676,2025-09-20T23:25:29.628988,normal,0
35.31,56.96,1032.0,1.78,6.62,3.24,66.0,25.49,2.462,2025-07-29T14:30:28.723989,normal,0
32.94,29.04,703.0,1.4,6.05,3.34,76.0,12.58,3.557,2025-09-18T12:25:29.648742,normal,0
24.27,69.9,788.0,1.49,5.41,2.86,33.0,18.43,0.913,2025-09-22T18:36:29.490302,normal,0
29.85,86.26,884.0,1.1,6.7,3.3,83.0,27.3,0.578,2025-06-19T13:20:28.723989,normal,0
37.79,34.16,562.0,1.71,6.51,3.32,87.0,19.32,4.312,2025-09-16T03:14:29.662249,normal,0
33.29,71.37,1537.0,1.49,5.86,3.26,76.0,27.41,1.464,2025-09-04T11:39:29.529796,normal,0
8.54684379407936,95.47052428465405,538.0,2.05,6.39,3.26,83.0,7.86,0.05,2025-09-16T07:42:29.993738,environmental_stress,1
10.482645645684613,98.99108241137037,711.0,1.61,6.88,3.48,81.0,10.33,0.013,2025-09-15T03:12:30.042265,environmental_stress,1
34.27,44.06,783.0,1.33,6.58,3.28,80.0,20.3,3.021,2025-07-21T11:10:28.723989,normal,0
29.41,53.77,766.0,2.02,7.27,3.24,70.0,19.07,1.896,2025-07-08T04:30:28.723989,normal,0
29.81,48.7,892.0,1.01,6.74,3.39,70.0,17.85,2.153,2025-06-25T20:00:28.723989,normal,0
28.16,43.61,1035.0,1.32,6.34,3.36,74.0,14.62,2.151,2025-06-18T03:40:28.723989,normal,0
24.36,42.18,964.0,1.69,6.78,3.26,54.0,10.69,1.763,2025-06-20T02:30:28.723989,normal,0
36.4,52.39,1131.0,1.64,6.24,3.28,71.0,25.09,2.891,2025-06-16T11:40:28.723989,normal,0
19.34,56.67,1525.0,1.51,6.7,3.57,55.0,10.52,0.973,2025-09-18T02:27:29.698106,normal,0
29.82,67.93,953.0,1.87,6.61,3.34,79.0,23.26,1.347,2025-07-12T16:20:28.723989,normal,0
30.67,53.75,827.0,1.96,6.95,3.17,75.0,20.23,2.039,2025-06-28T16:30:28.723989,normal,0
29.55,74.7,638.0,1.26,7.42,3.48,90.0,24.58,1.046,2025-08-07T16:50:28.723989,normal,0
32.08,39.9,1004.0,1.73,6.58,3.26,76.0,16.75,2.871,2025-06-19T06:50:28.723989,normal,0
22.08,69.15,1066.6456889617364,0.8365884078572896,7.586925913450755,3.56,68.0,16.16,0.82,2025-09-21T21:04:30.001174,calibration_drift,1
28.47,83.3,1223.0,1.32,6.17,1.4509978415401323,0.3164714392366976,25.36,0.649,2025-09-17T19:01:30.064847,battery_depleted,1
20.75,56.6,661.0,1.1,7.31,3.2,88.0,11.82,1.063,2025-07-31T06:20:28.723989,normal,0
-999.0,0.0,-999.0,1.32,6.22,0.0,0.0,0.0,0.0,2025-09-22T06:21:29.826354,multi_sensor_failure,1
36.02,67.43,867.0,1.59,7.18,3.1,67.0,29.04,1.937,2025-06-17T08:00:28.723989,normal,0
22.93,69.95,666.0,1.13,6.73,3.25,74.0,17.16,0.841,2025-07-28T04:00:28.723989,normal,0
32.15,54.39,1363.0,1.27,6.92,3.36,84.0,21.79,2.187,2025-08-07T23:30:28.723989,normal,0
18.61,62.28,840.0,1.66,5.92,3.3,48.0,11.25,0.809,2025-07-15T20:10:28.723989,normal,0
25.18,71.64,552.0,1.43,6.07,3.15,50.0,19.69,0.908,2025-06-30T18:40:28.723989,normal,0
28.98,50.14,956.0,1.37,7.58,3.32,50.0,17.56,1.995,2025-06-18T02:40:28.723989,normal,0
24.07,61.77,692.0,1.67,5.53,1.7878305165644721,5.2579204107258555,16.28,1.146,2025-08-30T19:36:29.829020,low_voltage,1
34.0,30.53,717.0,1.12,5.79,3.33,67.0,14.26,3.695,2025-08-24T16:41:29.553514,normal,0
24.87,67.0,761.0,1.71,7.05,3.24,81.0,18.32,1.037,2025-07-15T01:10:28.723989,normal,0
16.89,62.25,1025.0,1.27,6.52,3.18,73.0,9.62,0.726,2025-07-03T03:30:28.723989,normal,0
22.52,72.97,805.0,2.23,5.49,3.18,54.0,17.43,0.738,2025-08-26T22:29:29.496279,normal,0
29.65,77.92,713.0,1.18,5.52,3.25,83.0,25.39,0.918,2025-08-06T11:50:28.723989,normal,0
32.68,41.78,1035.0,1.26,5.94,3.48,83.0,18.01,2.876,2025-08-06T10:30:28.723989,normal,0
21.88,88.96,605.0,1.65,6.2,3.38,80.0,19.98,0.29,2025-07-21T18:40:28.723989,normal,0
14.793130642224734,68.25,733.0,1.42,6.5,1.9799999999999998,96.0,9.0,0.534,2025-08-26T09:43:29.976950,sudden_drop,1
8.080094609676173,97.85205647758663,429.0,1.56,5.63,3.38,83.0,7.76,0.023,2025-09-05T00:58:30.073658,environmental_stress,1
30.8,45.28,1248.0,1.35,5.86,3.23,63.0,17.6,2.43,2025-07-20T11:00:28.723989,normal,0
30.82,81.32,913.2466930239708,2.931500993190315,8.2439318070845,3.52,71.0,27.25,0.831,2025-09-03T12:10:29.901651,calibration_drift,1
22.71,87.88,478.0,1.66,6.35,3.24,87.0,20.6,0.335,2025-07-21T03:20:28.723989,normal,0
24.66,59.5,966.0,2.44,5.1,3.35,81.0,16.25,1.257,2025-09-15T18:39:29.646908,normal,0
24.17,79.5,828.0,1.75,6.52,3.31,100.0,20.4,0.618,2025-06-27T04:00:28.723989,normal,0
27.41,55.05,1022.0,1.95,6.38,3.3,74.0,17.59,1.642,2025-06-20T19:00:28.723989,normal,0
18.03,71.25,814.0,1.77,5.63,2.5629665678000872,5.9303942241595635,12.75,0.595,2025-09-19T20:52:29.954425,low_voltage,1
28.39,52.81,308.0,1.67,5.81,4.832814870527429,97.67846404739846,17.84,1.825,2025-08-25T08:40:29.900503,power_surge,1
28.45,73.82,947.2438283062983,1.4215938218907886,6.708781011367187,3.09,66.0,23.33,1.016,2025-08-27T13:50:30.076672,calibration_drift,1
29.88,59.18,736.0,1.08,6.65,3.43,56.0,21.05,1.72,2025-07-21T01:10:28.723989,normal,0
23.38,92.23,948.0,1.52,6.75,3.44,71.0,22.05,0.223,2025-09-21T00:27:29.480224,normal,0
34.55,67.32,1163.0,1.45,6.39,3.4,77.0,27.61,1.792,2025-07-05T02:20:28.723989,normal,0
20.11,92.84,843.0,1.23,6.77,3.39,84.0,18.91,0.169,2025-09-03T10:27:29.628460,normal,0
44.38103469119586,73.6,796.0,3.7795539129508913,9.145786668475907,3.41,75.0,38.59,2.45,2025-08-31T00:45:29.848134,gradual_drift,1
34.0,63.63,840.0,1.09,6.91,3.59,74.0,26.13,1.935,2025-07-28T13:40:28.723989,normal,0
37.39,43.55,1088.0,1.62,7.34,3.36,100.0,22.92,3.618,2025-07-24T10:30:28.723989,normal,0
36.34,61.37,738.0,1.83,6.84,4.438595297135152,97.66020423178858,27.72,2.338,2025-09-14T13:00:29.979127,power_surge,1
23.79,69.79,932.0,2.69,5.5,3.38,68.0,17.94,0.89,2025-08-27T04:23:29.516256,normal,0
27.91,65.6,484.0,1.51,7.17,2.51468489638653,7.542353328295672,20.87,1.293,2025-09-02T08:45:30.117910,low_voltage,1
22.17,88.59,919.0,2.25,6.31,3.39,92.0,20.2,0.305,2025-08-07T06:50:28.723989,normal,0
23.16,85.56,389.0,1.26,5.38,3.33,97.0,20.6,0.41,2025-07-08T18:30:28.723989,normal,0
10.594553257821216,79.23,892.0,1.52,6.62,2.076,68.0,7.15,0.265,2025-09-15T04:42:30.042995,sudden_drop,1
24.96,63.82,817.0,0.8,7.41,2.85,20.0,17.64,1.143,2025-09-21T02:43:29.537165,normal,0
28.16,65.61,1240.0,1.57,6.0,1.970374994230693,19.372274449844213,21.11,1.312,2025-09-10T16:46:29.935097,low_voltage,1
23.64,51.88,995.0,1.66,6.42,3.17,88.0,13.17,1.405,2025-07-22T23:00:28.723989,normal,0
26.21,56.15,758.0,1.42,6.87,1.437419727243762,0.5512781835517764,16.78,1.492,2025-09-07T04:13:29.856701,battery_depleted,1
18.418369433975926,96.03795586318978,1236.0,1.56,6.63,3.17,90.0,17.77,0.084,2025-09-11T01:59:30.061810,dew_point_close,1
26.49,92.23,925.0,1.59,6.88,3.07,67.0,25.13,0.269,2025-07-17T18:10:28.723989,normal,0
26.95,66.85,721.0,1.69,6.13,1.4817873866555378,5.286150390529874,20.27,1.178,2025-09-12T07:59:29.933989,battery_depleted,1
28.88,72.55,606.0,1.58,7.57,3.29,71.0,23.45,1.092,2025-07-20T13:40:28.723989,normal,0
29.56,69.06,841.0,1.7,6.13,3.16,60.0,23.29,1.28,2025-08-06T11:30:28.723989,normal,0
30.1,45.62,1100.0,1.33,6.53,3.24,98.0,17.08,2.321,2025-07-29T13:50:28.723989,normal,0
26.11,69.05,698.0,1.66,6.58,3.41,78.0,19.99,1.047,2025-07-25T03:00:28.723989,normal,0
39.97285391115345,48.29158320255014,964.0,2.29,6.18,3.6773575918521093,82.0,26.99,3.808,2025-09-14T05:17:29.834026,high_fluctuation,1
31.59,25.13,564.0,1.0,6.08,3.06,98.0,9.25,3.478,2025-09-07T18:16:29.545840,normal,0
25.64,53.3,840.0891097029995,2.5350650085637083,8.2146766040986,3.59,100.0,15.44,1.537,2025-09-06T05:17:30.009408,calibration_drift,1
-999.0,0.0,-999.0,1.15,6.1,0.0,0.0,0.0,0.0,2025-08-28T01:27:29.921363,multi_sensor_failure,1
29.92,95.0,1138.0,1.43,8.0,3.5,69.0,29.03,0.211,2025-06-17T12:00:28.723989,normal,0
23.79,63.78,941.0,1.28,6.95,4.815382333379179,99.56405291717141,16.52,1.067,2025-09-21T23:55:29.883897,power_surge,1
26.18,68.19,979.0,1.52,5.72,3.33,63.0,19.85,1.081,2025-07-09T21:30:28.723989,normal,0
21.69,85.05,623.0,0.85,7.27,3.31,67.0,19.07,0.388,2025-06-24T18:30:28.723989,normal,0
23.65,91.26,717.0,1.19,6.37,3.35,91.0,22.14,0.255,2025-09-12T06:18:29.702999,normal,0
21.51,91.66,925.0,1.5,6.37,3.31,84.0,20.09,0.214,2025-08-05T20:40:28.723989,normal,0
14.576518429233605,97.81761069473465,831.0,1.1,6.82,3.23,64.0,14.24,0.036,2025-09-09T13:08:30.117321,environmental_stress,1
26.07,53.17,820.0,1.47,6.71,3.3,84.0,15.8,1.581,2025-08-06T03:40:28.723989,normal,0
23.53,89.65,740.0,1.76,6.55,3.29,90.0,21.73,0.3,2025-09-09T10:00:29.595045,normal,0
33.35,61.96,1357.0,1.3,6.11,3.14,71.0,25.07,1.951,2025-07-22T13:40:28.723989,normal,0
25.52,73.37,565.0,1.78,6.71,3.35,90.0,20.41,0.87,2025-08-05T09:10:28.723989,normal,0
37.31,37.75,916.0,0.89,6.84,3.34,75.0,20.51,3.973,2025-09-20T05:08:29.563873,normal,0
19.9,66.66,813.0,1.6,7.63,3.14,66.0,13.51,0.775,2025-06-26T21:30:28.723989,normal,0
35.61,34.94,1010.0,1.19,7.16,3.55,93.0,17.77,3.783,2025-09-10T10:37:29.516547,normal,0
25.92,73.33,1076.0,2.05,6.9,3.4,82.0,20.78,0.892,2025-07-21T22:00:28.723989,normal,0
15.0,75.35,718.0,1.55,6.46,3.38,99.0,10.67,0.42,2025-07-13T03:20:28.723989,normal,0
24.625894056616843,63.66,661.0,1.96,6.27,1.896,59.0,17.28,1.126,2025-09-02T11:24:30.074330,sudden_drop,1
30.76,57.08,727.0,1.19,6.51,3.22,72.0,21.29,1.902,2025-06-27T14:40:28.723989,normal,0
32.69,64.55,911.0,2.3,5.31,3.33,75.0,25.13,1.752,2025-08-28T13:15:29.681956,normal,0
21.55,70.94,1036.0,2.23,5.44,3.36,83.0,16.06,0.748,2025-09-16T04:46:29.592314,normal,0
-3.9800926259830334,91.96910870859507,801.0,1.63,7.23,2.9498969627980065,88.0,-5.09,0.037,2025-09-03T04:35:29.832270,high_fluctuation,1
29.97,31.22,925.0,1.34,6.34,3.17,85.0,11.11,2.913,2025-09-02T21:11:29.570860,normal,0
30.25,72.05,722.0,1.49,6.11,3.34,66.0,24.65,1.203,2025-07-07T09:20:28.723989,normal,0
19.61,81.06,747.0,1.71,7.22,3.26,70.0,16.27,0.432,2025-06-28T06:20:28.723989,normal,0
34.79,55.27,764.0,0.8,5.63,3.31,77.0,24.5,2.486,2025-07-26T14:40:28.723989,normal,0
20.51,79.46,583.0,1.21,5.68,3.47,76.0,16.83,0.496,2025-06-25T20:10:28.723989,normal,0
32.18,64.92,904.0,1.26,5.24,3.37,96.0,24.75,1.685,2025-06-27T15:50:28.723989,normal,0
35.24,56.6,1329.0,1.84,7.01,3.39,71.0,25.32,2.473,2025-06-17T08:30:28.723989,normal,0
40.0,50.61,1391.0,1.88,6.82,3.12,79.0,27.81,3.643,2025-06-23T13:40:28.723989,normal,0
40.0,64.84,1184.0,1.39,7.61,3.54,81.0,32.12,2.593,2025-08-03T14:50:28.723989,normal,0
17.66,95.0,1045.0,0.94,6.92,3.5,91.0,16.85,0.101,2025-07-31T21:20:28.723989,normal,0
11.275615427565537,54.06438205665196,1186.0,1.61,7.46,3.174508704748539,77.0,2.32,0.614,2025-08-25T11:18:29.756012,high_fluctuation,1
21.3,71.07,782.0,1.83,6.27,3.38,88.0,15.84,0.733,2025-08-03T04:50:28.723989,normal,0
25.82,56.29,656.0,1.91,7.72,4.452561195047454,95.24267122914752,16.46,1.454,2025-09-06T08:43:30.067424,power_surge,1
24.79,55.68,735.0,1.67,6.19,2.0326845823832644,5.2001199351015694,15.33,1.386,2025-09-01T04:53:30.106085,battery_depleted,1
-999.0,61.36,746.0,1.45,5.74,0.0,79.0,0.0,0.0,2025-08-23T22:47:29.758775,sensor_failure,1
62.72956736683504,65.76,1054.0,1.28,6.82,4.29,76.0,53.85,7.737,2025-08-25T10:39:29.817355,sudden_spike,1
30.76,59.59,442.0,1.46,5.69,4.483927781720281,97.10965187182289,21.99,1.791,2025-09-18T12:38:29.936878,power_surge,1
28.44,70.46,1560.0,1.08,5.79,3.13,91.0,22.55,1.146,2025-08-24T09:36:29.645601,normal,0
-999.0,0.0,-999.0,1.09,6.86,0.0,0.0,0.0,0.0,2025-09-09T15:00:30.045587,multi_sensor_failure,1
33.450025881296085,71.91,516.0,2.9542296995681525,8.660321260670681,3.43,77.0,27.69,1.449,2025-09-16T08:16:30.057795,gradual_drift,1
28.84,45.8,888.0,1.88,7.51,3.41,84.0,16.0,2.151,2025-07-26T06:40:28.723989,normal,0
18.349775884304016,97.52904743151697,618.0,2.03,5.53,3.18,76.0,17.95,0.052,2025-08-28T07:41:29.756370,dew_point_close,1
15.89,79.66,1078.0,1.84,8.0,3.43,86.0,12.38,0.367,2025-07-31T03:10:28.723989,normal,0
6.949418749441528,55.74,1300.0,1.67,7.03,1.884,65.0,-1.3,0.442,2025-08-25T20:47:29.994171,sudden_drop,1
30.56,56.56,621.0,1.92,6.19,3.28,83.0,20.95,1.903,2025-07-26T16:30:28.723989,normal,0
13.830200269608607,98.23216122437474,759.0,2.29,6.86,3.38,100.0,13.56,0.028,2025-09-16T05:23:30.118087,environmental_stress,1
41.48654521786381,58.078279628877794,566.0,2.17,6.06,2.672673427458623,74.0,31.57,3.346,2025-09-19T21:43:29.963079,high_fluctuation,1
24.32,78.81,977.0,1.01,7.05,3.18,67.0,20.4,0.645,2025-08-06T21:40:28.723989,normal,0
31.55,32.57,844.0,1.33,6.72,3.2,81.0,13.13,3.126,2025-09-07T01:30:29.688443,normal,0
34.51,50.0,747.0,1.5,7.36,3.2,60.0,22.58,2.736,2025-06-23T10:20:28.723989,normal,0
40.0,51.82,996.0,2.08,6.37,3.11,98.0,28.22,3.554,2025-07-26T12:30:28.723989,normal,0
20.2,88.38,344.0,1.4,6.58,3.19,89.0,18.22,0.275,2025-06-29T18:20:28.723989,normal,0
22.28052847584106,62.09,1056.0,1.6,5.75,1.908,89.0,14.67,1.02,2025-09-08T08:10:29.816126,sudden_drop,1
17.28,95.0,657.0,1.2,6.15,3.43,67.0,16.47,0.099,2025-08-06T00:00:28.723989,normal,0
30.32,55.73,548.0,2.15,7.1,2.1649539966498588,4.207564315482766,20.49,1.913,2025-08-28T08:00:29.983192,low_voltage,1
22.32,84.76,302.0,1.75,5.48,3.23,78.0,19.63,0.411,2025-07-28T05:40:28.723989,normal,0
34.91,46.58,1147.0,1.37,7.02,3.47,68.0,21.78,2.989,2025-06-18T11:30:28.723989,normal,0
30.93,25.69,966.0,1.68,6.67,3.39,67.0,9.02,3.325,2025-09-04T11:09:29.673790,normal,0
33.99,76.95,821.0,1.61,6.22,3.26,65.0,29.37,1.225,2025-07-12T15:00:28.723989,normal,0
29.44,63.45,731.0,1.65,6.94,3.37,97.0,21.78,1.502,2025-06-20T03:20:28.723989,normal,0
33.85,74.95,913.0,0.99,7.5,3.33,76.0,28.78,1.321,2025-07-21T09:00:28.723989,normal,0
30.28,59.41,1173.0,1.31,6.67,3.42,79.0,21.49,1.75,2025-06-23T16:30:28.723989,normal,0
23.6,67.9,662.0,1.27,7.02,3.25,91.0,17.33,0.935,2025-07-17T17:00:28.723989,normal,0
30.83,58.09,1050.0,1.85,6.27,3.27,81.0,21.64,1.865,2025-06-28T01:20:28.723989,normal,0
21.22,82.17,711.0,1.58,6.06,3.38,76.0,18.06,0.449,2025-06-19T21:10:28.723989,normal,0
40.383294989433985,48.41,664.0,3.7387695267081402,9.386974246450968,3.36,54.0,27.4,3.883,2025-08-27T13:56:29.943795,gradual_drift,1
36.03677810572267,71.04,486.0,1.58,6.72,4.42,87.0,29.96,1.724,2025-09-08T03:17:29.998569,sudden_spike,1
40.0,25.0,934.0,1.58,5.32,3.31,75.0,16.25,5.532,2025-08-04T12:40:28.723989,normal,0
9.89043003885696,98.87084787247825,756.0,2.07,6.8,3.17,72.0,9.72,0.014,2025-09-18T12:17:29.901935,environmental_stress,1
25.69,84.27,397.0,1.91,5.76,3.31,73.0,22.84,0.519,2025-08-02T14:30:28.723989,normal,0
29.75,37.49,1080.0,1.72,5.59,3.39,79.0,13.71,2.615,2025-07-18T08:00:28.723989,normal,0
17.97,74.5,472.0,1.82,6.73,3.45,89.0,13.37,0.525,2025-07-08T01:30:28.723989,normal,0
16.88,62.79,831.0,1.49,7.57,3.38,69.0,9.74,0.716,2025-07-07T19:30:28.723989,normal,0
34.49527455990578,67.49,824.0,3.0707739029251773,9.469350637689015,3.19,75.0,27.6,1.778,2025-09-12T00:42:29.781105,gradual_drift,1
26.35,52.39,732.0,0.96,6.4,1.8683389527596357,7.669042913055916,15.83,1.634,2025-09-10T14:06:29.967315,battery_depleted,1
18.53,84.62,870.0,2.06,7.3,3.31,100.0,15.89,0.328,2025-07-23T22:00:28.723989,normal,0
32.35,57.23,1267.0,1.68,7.46,1.9315939664973332,7.815372795757849,22.81,2.074,2025-09-10T13:30:29.934592,low_voltage,1
29.71,29.27,978.0,1.82,6.75,3.22,75.0,9.92,2.952,2025-09-01T05:56:29.633539,normal,0
23.6,70.93,494.0,1.26,6.97,3.29,77.0,18.02,0.847,2025-07-18T17:30:28.723989,normal,0
32.04,39.12,1133.0,1.64,5.27,3.34,96.0,16.4,2.901,2025-06-15T16:00:28.723989,normal,0
31.77,29.59,917.0,2.32,7.03,3.24,78.0,11.86,3.305,2025-06-27T09:40:28.723989,normal,0
22.14,91.04,754.0,1.23,6.73,3.25,44.0,20.61,0.239,2025-08-26T09:38:29.674963,normal,0
29.15,52.27,426.0,1.76,5.0,3.37,73.0,18.37,1.929,2025-07-01T12:20:28.723989,normal,0
33.43,55.81,868.0,1.61,6.22,3.46,82.0,23.4,2.277,2025-07-26T05:00:28.723989,normal,0
30.64,70.93,635.0,2.11,6.95,3.32,62.0,24.76,1.279,2025-07-18T14:30:28.723989,normal,0
26.81,78.51,490.0,1.7,7.04,3.36,83.0,22.76,0.758,2025-07-27T15:20:28.723989,normal,0
25.81,61.26,548.0,1.34,7.12,3.26,90.0,17.79,1.288,2025-08-07T07:30:28.723989,normal,0
36.24,57.01,1300.0,1.42,7.6,3.21,59.0,26.37,2.588,2025-06-26T11:00:28.723989,normal,0
27.02,86.43,300.0,2.06,7.3,3.42,98.0,24.56,0.484,2025-06-16T10:00:28.723989,normal,0
26.85,56.47,546.0,1.56,7.24,3.01,26.0,17.47,1.538,2025-09-10T16:33:29.652789,normal,0
38.88,59.76,1005.0,1.62,6.35,3.23,80.0,29.64,2.795,2025-07-15T15:10:28.723989,normal,0
48.277555124018086,43.28,1030.0,1.65,6.23,4.394,86.0,32.58,6.421,2025-09-06T10:14:30.043444,sudden_spike,1
27.16,57.37,967.0,1.66,5.33,3.35,86.0,18.01,1.534,2025-07-21T00:10:28.723989,normal,0
30.73,69.48,529.0,2.04,6.54,3.38,70.0,24.5,1.35,2025-06-24T09:10:28.723989,normal,0
23.22,62.34,699.0,0.8,6.89,3.25,95.0,15.62,1.072,2025-06-17T06:20:28.723989,normal,0
30.11,93.57,892.0,1.78,5.74,3.33,67.0,28.96,0.275,2025-08-05T08:30:28.723989,normal,0
33.81,48.22,1223.0,2.11,7.22,3.43,50.0,21.35,2.725,2025-07-06T13:00:28.723989,normal,0
30.09,95.0,566.0,1.91,5.99,3.14,85.0,29.2,0.213,2025-06-20T10:40:28.723989,normal,0
32.9,34.75,759.0,1.45,6.86,3.49,84.0,15.31,3.264,2025-06-16T13:30:28.723989,normal,0
32.51,34.61,700.0,1.35,6.19,3.41,85.0,14.9,3.2,2025-08-26T10:02:29.485795,normal,0
31.93,45.44,562.0,1.27,6.44,3.3,83.0,18.68,2.584,2025-07-31T16:00:28.723989,normal,0
29.81,47.63,875.0,1.58,5.0,3.29,76.0,17.5,2.198,2025-06-22T08:00:28.723989,normal,0
36.21,48.55,1169.0,1.9,6.09,3.21,60.0,23.65,3.092,2025-06-16T09:30:28.723989,normal,0
-999.0,0.0,-999.0,1.54,6.97,0.0,0.0,0.0,0.0,2025-09-17T07:30:29.771047,multi_sensor_failure,1
30.14,26.07,877.0,1.69,6.75,3.34,73.0,8.57,3.162,2025-08-24T19:45:29.708801,normal,0
16.93,75.2,358.0,0.84,7.06,3.44,64.0,12.51,0.478,2025-08-08T16:10:28.723989,normal,0
28.63,50.69,1599.0,1.28,6.34,3.29,83.0,17.41,1.933,2025-09-02T11:08:29.583469,normal,0
30.13,61.1,845.0,1.2,5.86,3.28,79.0,21.81,1.663,2025-07-16T04:20:28.723989,normal,0
33.1,58.8,765.0,1.72,7.43,3.3,87.0,23.96,2.084,2025-07-24T12:50:28.723989,normal,0
34.91,80.54,712.0,1.73,7.28,3.4,61.0,31.06,1.089,2025-07-01T16:50:28.723989,normal,0
28.44,50.17,1253.0,1.59,7.41,3.24,66.0,17.07,1.932,2025-08-09T19:30:28.723989,normal,0
29.53,71.01,896.13310211335,2.852659547616203,5.0825729053768125,3.28,69.0,23.72,1.197,2025-09-05T10:24:30.113627,calibration_drift,1
23.06,64.97,855.0,1.43,6.15,1.4754756427277793,6.397385200184855,16.12,0.988,2025-09-01T01:20:29.783906,battery_depleted,1
18.12,86.82,590.0,1.7,5.93,3.1,55.0,15.89,0.274,2025-07-30T20:30:28.723989,normal,0
21.55,90.49,835.0,1.89,7.16,3.27,67.0,19.93,0.245,2025-06-20T23:50:28.723989,normal,0
25.26,68.13,893.0,1.19,7.05,3.17,55.0,18.96,1.025,2025-06-23T17:10:28.723989,normal,0
26.46,78.28,812.0,1.48,5.95,3.23,48.0,22.37,0.75,2025-06-26T04:20:28.723989,normal,0
23.82,71.75,988.0,1.51,6.35,3.28,91.0,18.41,0.834,2025-07-15T02:50:28.723989,normal,0
32.54,77.06,1505.0,1.03,6.9,3.24,100.0,28.0,1.124,2025-09-04T13:02:29.636658,normal,0
33.04,87.29,1079.0,1.53,5.63,3.36,53.0,30.64,0.641,2025-07-01T17:00:28.723989,normal,0
22.88,84.16,741.0,1.26,5.82,3.41,80.0,20.06,0.442,2025-08-05T06:50:28.723989,normal,0
46.43652460357357,56.28,1386.0,3.15499871197363,9.391137985240368,3.38,67.0,35.61,4.509,2025-09-05T16:52:29.978290,gradual_drift,1
35.36648224618006,71.82,560.0,1.74,5.39,4.316,82.0,29.5,1.617,2025-08-28T21:40:30.115771,sudden_spike,1
34.85,58.06,1120.0,1.1,7.15,3.23,68.0,25.38,2.339,2025-06-23T10:00:28.723989,normal,0
23.38,92.95,561.0,1.83,6.85,3.16,68.0,22.17,0.203,2025-08-25T17:24:29.512804,normal,0
28.89,76.91,782.0,0.94,5.81,3.36,100.0,24.43,0.919,2025-06-27T04:50:28.723989,normal,0
23.98,57.63,1034.0,1.27,5.75,1.7086530240728917,5.969132233037711,15.11,1.263,2025-08-29T00:01:29.858738,battery_depleted,1
31.3,55.99,1619.0,1.47,5.87,3.39,83.0,21.47,2.011,2025-09-07T08:49:29.513123,normal,0
22.096392145740477,96.18845330020078,576.0,1.43,8.0,3.41,62.0,21.46,0.101,2025-09-18T07:56:29.964778,dew_point_close,1
29.76,76.85,1025.0,1.26,5.75,3.18,67.0,25.26,0.969,2025-06-28T20:10:28.723989,normal,0
26.46,66.14,707.0,2.69,5.41,3.41,88.0,19.63,1.17,2025-09-02T01:29:29.519663,normal,0
32.54,47.95,1063.0,2.22,5.98,3.29,84.0,20.1,2.551,2025-07-16T18:10:28.723989,normal,0
35.56,69.06,1030.0,0.97,6.28,2.95,26.0,29.01,1.794,2025-09-15T14:41:29.658177,normal,0
35.83,46.56,995.0,1.21,6.05,3.22,77.0,22.61,3.145,2025-06-25T06:10:28.723989,normal,0
27.0,25.71,655.0,1.6,5.62,3.28,86.0,5.7,2.649,2025-07-09T19:40:28.723989,normal,0
